review_id,customer_id,product_id,order_id,rating,review_title,review_text,is_verified_purchase,created_at
224,419,2,729,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-08-31 15:49:11+00
225,420,4,730,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-07-13 12:58:01+00
226,421,11,733,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-03-30 06:58:10+00
227,423,18,736,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-02-05 05:02:14+00
228,425,11,740,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-08-01 13:27:37+00
229,426,11,741,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-08-14 10:11:44+00
230,427,19,743,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-07-13 18:49:49+00
231,428,31,745,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-11-01 12:15:51+00
232,430,9,749,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-04-10 09:13:06+00
233,435,27,755,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2025-07-10 18:32:14+00
234,436,9,758,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-08-17 14:07:09+00
235,436,27,759,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-10-02 08:27:09+00
236,437,5,762,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-06-02 23:10:56+00
237,439,15,764,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-01-29 15:49:57+00
238,440,28,766,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-12 11:58:00+00
239,441,30,767,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-10-17 17:08:39+00
240,443,27,770,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-08-16 09:52:37+00
241,445,11,773,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-04-20 13:48:01+00
242,446,8,776,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-07-19 14:55:10+00
243,448,36,784,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-08-02 18:36:14+00
244,448,24,786,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-09-23 22:04:14+00
245,449,1,787,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-03-25 14:45:27+00
246,449,2,788,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-05-16 19:29:27+00
247,450,34,791,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-05-07 15:01:56+00
248,451,17,794,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-11-16 01:35:40+00
249,454,9,797,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-07 00:26:47+00
250,463,13,812,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-07-27 19:10:34+00
251,464,30,813,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-03-27 12:21:46+00
252,466,8,818,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-05 09:49:32+00
253,466,30,819,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-20 18:05:32+00
254,468,15,824,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-19 02:47:06+00
255,468,21,825,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-03-23 08:58:06+00
256,468,36,827,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-04-29 00:19:06+00
257,469,22,830,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-11-21 17:30:13+00
258,470,1,831,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-05-28 18:58:30+00
259,471,36,832,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-08-31 19:28:45+00
260,474,28,839,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-07-25 22:22:52+00
261,475,11,841,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2024-09-30 06:04:39+00
262,483,25,853,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-11-30 08:02:57+00
263,485,28,856,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-11-21 14:00:46+00
264,489,29,861,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-03-22 22:32:27+00
265,490,17,863,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-26 01:05:22+00
266,492,26,865,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-06-07 18:12:06+00
267,492,33,866,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-06-16 06:47:06+00
268,492,7,867,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-07-11 17:15:06+00
269,493,15,868,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-04-22 05:46:31+00
270,497,29,880,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-03-02 09:53:09+00
271,501,16,888,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-03-02 22:37:43+00
272,502,3,889,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-11-05 12:08:31+00
273,504,21,891,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-09 15:13:43+00
274,505,15,894,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-06-23 04:27:06+00
275,505,29,895,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-07-10 09:46:06+00
276,505,25,897,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-10-01 18:26:06+00
277,508,26,903,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-05-03 21:37:11+00
278,510,13,905,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-07-03 11:33:44+00
279,511,16,909,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-04-28 06:04:59+00
280,511,10,912,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-08-02 08:07:59+00
281,516,4,924,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-10-20 22:35:36+00
282,516,36,925,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-11-22 06:42:36+00
283,519,7,929,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-03-20 22:21:50+00
284,519,1,931,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-06-07 15:20:50+00
285,520,29,933,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-06-14 05:58:23+00
286,521,2,934,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-10-05 01:56:44+00
287,526,25,940,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-09-19 03:31:21+00
288,526,2,942,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-11-30 18:02:21+00
289,526,29,943,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2026-01-09 10:25:21+00
290,528,27,946,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-06-12 04:22:44+00
291,529,32,948,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-05-06 16:35:20+00
292,531,5,950,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-01-30 08:16:30+00
293,531,28,951,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-01-25 16:07:30+00
294,536,6,960,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2026-02-21 14:33:11+00
295,542,33,973,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-08-22 23:10:20+00
296,542,7,975,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-11-03 01:50:20+00
297,542,19,976,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-01-03 23:51:20+00
298,546,3,981,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-02-04 01:17:19+00
299,547,13,983,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-11-27 21:22:25+00
300,552,26,990,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-01-05 12:56:20+00
301,554,9,992,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-01-28 12:26:21+00
302,555,9,994,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-05-28 09:52:26+00
303,557,8,996,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-12-01 05:46:13+00
304,558,37,998,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-03-07 14:36:10+00
305,561,20,1006,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2026-01-29 04:51:12+00
306,562,23,1007,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2025-04-05 01:41:26+00
307,563,24,1008,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-03-21 06:31:35+00
308,565,16,1010,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-05-10 13:48:39+00
309,565,4,1012,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-07-10 08:26:39+00
310,566,3,1015,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-02-15 03:12:58+00
311,569,37,1020,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-06-07 18:47:20+00
312,573,35,1024,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-01-03 02:27:35+00
313,575,2,1027,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-03-27 14:19:54+00
314,575,25,1028,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-05-01 23:57:54+00
315,576,7,1029,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-04-25 15:01:37+00
316,577,35,1032,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-02-07 18:01:44+00
317,578,6,1033,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-03-10 13:00:47+00
318,581,7,1037,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-10-29 19:24:12+00
319,584,5,1041,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-02-17 20:01:52+00
320,585,8,1042,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-05-06 14:08:39+00
321,587,6,1046,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-04-07 03:29:47+00
322,588,1,1048,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-08-19 23:19:26+00
323,592,9,1054,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-08-25 00:34:47+00
324,593,31,1058,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-04-30 18:20:16+00
325,596,37,1063,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-05-29 15:04:08+00
326,597,27,1065,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2025-10-30 00:48:40+00
327,603,31,1072,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-07-21 18:32:57+00
328,604,19,1073,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-05-04 05:23:47+00
329,605,29,1076,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-06-07 06:41:29+00
330,606,34,1078,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-07-30 08:37:31+00
331,607,12,1079,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-10-25 01:09:48+00
332,609,23,1084,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-14 09:24:20+00
333,609,16,1086,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-04-15 22:16:20+00
334,610,23,1087,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-05-04 16:06:40+00
335,612,3,1093,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2024-12-19 03:45:31+00
336,612,25,1095,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-02-01 06:15:31+00
337,615,38,1098,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-05-30 17:51:24+00
338,619,10,1105,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-04-19 06:57:50+00
339,619,6,1106,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-05-03 15:41:50+00
340,620,21,1107,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-09-14 04:02:20+00
341,621,33,1110,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2026-01-09 07:35:35+00
342,622,27,1111,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-06-16 21:07:10+00
343,623,21,1114,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-07-23 05:04:58+00
344,625,24,1117,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-15 16:12:08+00
345,626,18,1118,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-12-28 22:47:10+00
346,627,26,1122,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2026-01-03 05:54:50+00
347,628,23,1124,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-13 23:27:33+00
348,628,30,1125,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2025-08-26 21:39:33+00
349,635,25,1136,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-04-02 00:05:37+00
350,636,37,1137,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-08-06 04:08:05+00
351,637,4,1138,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-02-06 07:36:09+00
352,637,35,1141,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-04-23 05:12:09+00
353,645,30,1153,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-09-19 19:08:27+00
354,646,31,1155,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-03-25 00:02:00+00
355,648,11,1157,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-10-10 00:34:24+00
356,650,17,1159,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-05-03 05:17:53+00
357,652,27,1163,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-02-21 13:23:51+00
358,654,34,1165,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-04-18 06:15:09+00
359,655,24,1167,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-10-10 17:44:43+00
360,656,35,1168,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-06-06 11:42:26+00
361,662,15,1175,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-08-21 23:50:40+00
362,663,22,1178,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-08-16 02:38:38+00
363,664,11,1180,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-04-02 03:34:15+00
364,665,26,1183,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-05-08 00:36:07+00
365,667,15,1185,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-09-24 22:30:13+00
366,669,5,1187,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-02-07 20:35:17+00
367,672,19,1193,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-12-25 06:13:18+00
368,674,25,1195,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-01-11 12:24:55+00
369,674,13,1196,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-02-24 04:31:55+00
370,676,27,1198,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-01-05 16:39:18+00
371,677,13,1200,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-11-13 00:55:33+00
372,679,26,1202,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-10-14 00:24:19+00
373,680,17,1206,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-03-19 18:22:50+00
374,680,1,1208,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-04-21 03:26:50+00
375,680,5,1209,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-05-21 03:55:50+00
376,682,25,1211,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-01-29 05:39:52+00
377,683,8,1212,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-10 20:59:07+00
378,684,5,1213,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-06-13 01:41:45+00
379,684,26,1217,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-10-19 12:03:45+00
380,687,37,1222,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-05-02 19:12:34+00
381,688,29,1228,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-03-22 18:34:01+00
382,692,16,1237,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-03-27 08:15:47+00
383,693,8,1239,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-06-01 19:25:52+00
384,696,28,1244,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-03-08 01:27:46+00
385,698,3,1246,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-13 11:42:25+00
386,698,13,1247,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-02-21 02:39:25+00
387,700,11,1251,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-03-05 13:42:49+00
388,701,15,1253,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-04-12 16:59:12+00
389,702,10,1256,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-02-12 09:02:31+00
390,702,14,1257,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-07 07:53:31+00
391,704,33,1260,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-06-14 21:44:57+00
392,704,3,1262,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-09-05 11:19:57+00
393,709,27,1270,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2024-08-04 16:06:09+00
394,709,10,1271,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-09-27 02:12:09+00
395,710,19,1272,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-10-28 13:53:59+00
396,713,11,1277,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-09-30 17:21:49+00
397,717,31,1283,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-05-09 17:26:15+00
398,721,8,1287,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-10 17:07:29+00
399,721,32,1289,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-28 08:33:29+00
400,723,11,1295,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-02-08 05:45:54+00
401,727,6,1301,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-02-24 15:28:48+00
402,729,30,1304,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-10-11 01:53:08+00
403,730,22,1306,1,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-05-26 01:39:36+00
404,734,28,1312,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-06-29 23:37:03+00
405,737,11,1316,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-01-15 04:53:33+00
406,740,3,1323,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-04-27 22:22:51+00
407,743,12,1327,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-12-16 07:48:36+00
408,745,23,1329,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-05-26 14:04:50+00
409,745,15,1330,4,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-05 08:09:50+00
410,746,15,1331,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-01-17 12:24:52+00
411,747,3,1332,1,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-03-14 21:27:13+00
412,747,6,1333,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-04-11 04:58:13+00
413,748,32,1334,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-06-30 17:25:58+00
414,749,25,1336,1,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-01-19 01:43:32+00
415,749,2,1337,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-02-12 10:44:32+00
416,759,38,1354,2,Defective on arrival,Had to initiate a return immediately due to damaged hardware.,TRUE,2024-11-05 13:32:07+00
417,761,3,1359,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2025-07-03 03:55:39+00
418,763,20,1368,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-03-18 00:38:13+00
419,768,25,1375,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-07-30 20:38:49+00
420,770,6,1379,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-06-03 02:19:53+00
421,772,19,1381,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-10-25 00:55:09+00
422,774,11,1383,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-07-02 06:30:57+00
423,774,2,1384,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2025-07-15 19:30:57+00
424,780,3,1397,3,Average performance,Works as advertised but packaging was slightly dinged during transit.,TRUE,2025-06-29 16:43:07+00
425,781,11,1398,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2024-02-07 03:47:59+00
426,783,37,1403,3,"Decent, does the job","Good product overall, though a bit heavier than I anticipated.",TRUE,2024-09-12 07:51:42+00
427,783,17,1404,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-09-13 17:41:42+00
428,784,35,1406,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-06-27 11:03:46+00
429,786,27,1410,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-05-26 16:51:09+00
430,788,15,1413,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2025-01-23 20:27:18+00
431,788,2,1414,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-02-07 03:33:18+00
432,789,28,1415,3,Okay for the price,"Nothing extraordinary, but perfectly fine for daily casual use.",TRUE,2024-07-08 16:50:04+00
433,791,13,1418,5,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-01-04 15:24:11+00
434,791,17,1419,5,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2025-02-22 00:35:11+00
435,792,19,1421,5,Exceeded Expectations!,Absolutely stellar quality. Built to last and works seamlessly out of the box.,TRUE,2024-03-07 22:44:31+00
436,793,23,1422,2,Disappointed with build quality,Stopped functioning after 2 weeks. Expected better durability for the price.,TRUE,2025-06-17 06:50:45+00
437,793,31,1424,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-08-14 06:23:45+00
438,793,19,1425,4,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-08-20 10:52:45+00
439,802,3,1438,4,Top notch quality,Remarkable attention to detail. Fast shipping and solid packaging.,TRUE,2025-03-29 21:49:47+00
440,803,24,1439,5,Great value for money,Competes with items twice the price. Very satisfied with this product.,TRUE,2025-02-17 09:53:38+00
441,804,31,1441,2,Not what I expected,Colors did not match the product pictures online. Customer support was slow.,TRUE,2024-03-30 06:17:52+00
442,806,35,1445,5,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2024-09-14 06:57:24+00
443,811,34,1457,4,Would buy again in a heartbeat,Hands down the best purchase I made this year. High performance and sleek design.,TRUE,2024-10-31 07:40:11+00
444,814,11,1463,4,Sturdy and reliable,I have been using this daily for weeks now with zero complaints.,TRUE,2025-06-23 08:04:25+00
